chembl_id,compound_name,family,smiles,n_activities_total,n_censored,mw_freebase,alogp,psa,hba,hbd,aromatic_rings,rtb,num_ro5_violations,heavy_atoms,cluster,cluster_label
CHEMBL1686,CID_51,Triazines,O=C(O)CCC(=O)C(=O)O,84,65,146.1,-0.5,91.67,3,2,0,4,0,10,0,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL170365,CID_177,Carbamates,CC=O,3,1,44.05,0.21,17.07,1,0,0,0,0,3,0,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL171246,CID_58,Triazines,CCC(=O)C(=O)O,1,0,102.09,0.05,54.37,2,1,0,2,0,7,0,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL172513,CID_288,Azole_fungicides,C[N+](C)(C)CC(O)CC(=O)[O-],6,3,161.2,-1.81,60.36,3,1,0,4,0,11,0,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL1772,CID_127,Triazines,O=C(O)Cc1ccc(O)cc1,14,2,152.15,1.02,57.53,2,2,1,2,0,11,0,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL1794676,CID_45,Triazines,O=C(O)C(O)C(=O)O,1,0,120.06,-1.48,94.83,3,3,0,2,0,8,0,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL180002,CID_106,Carbamates,NC(COP(=O)(O)O)C(=O)O,2,2,185.07,-1.49,130.08,4,4,0,4,0,11,1,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL1880349,CID_40,Triazines,OCC1OC(O)CC(O)C1O,5,5,164.16,-2.19,90.15,5,4,0,1,0,11,0,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL1894994,CID_3289,Herbicides,CCCSP(=O)(OCC)SCCC,8,8,242.35,4.42,26.3,4,0,0,8,0,13,1,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL191244,CID_34,Herbicides,OCCCl,1,0,80.51,0.22,20.23,1,1,0,1,0,4,0,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL2133249,CID_1982,Pyrethroids,COP(=O)(NC(C)=O)SC,4,2,183.17,1.24,55.4,4,1,0,3,0,10,0,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL2251732,Lambda-cyhalothrin,Pyrethroids,CC1(C)[C@H](/C=C(\Cl)C(F)(F)F)[C@@H]1C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1,3,0,449.86,6.54,59.32,4,0,2,6,1,31,1,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL24231,CID_378,Organophosphates,O=[N+]([O-])c1ccc(OP(=O)(O)O)cc1,6,0,219.09,1.07,109.9,4,2,1,3,0,14,1,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL2447922,CID_504,Organophosphates,O=C1CN=CN1,1,0,84.08,-0.86,41.46,2,1,0,0,0,6,0,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL2448182,CID_2680,Herbicides,NCC1CCC(C(=O)Oc2ccc(CCC(=O)O)cc2)CC1,3,3,305.37,2.37,89.62,4,2,1,6,0,22,1,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL266158,CID_1049,Herbicides,c1ccncc1,12,0,79.1,1.08,12.89,1,0,1,0,0,6,0,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL266160,CID_713,Organophosphates,NC=O,1,0,45.04,-0.9,43.09,1,1,0,0,0,3,0,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL275626,CID_527,Carbamates,CCC=O,9,1,58.08,0.6,17.07,1,0,0,1,0,4,0,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL277500,CID_241,Azole_fungicides,c1ccccc1,15,4,78.11,1.69,0.0,0,0,1,0,0,6,0,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL280428,CID_637,Organophosphates,Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1,5,3,227.22,-1.53,110.6,7,3,1,2,0,16,1,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL281435,CID_9,Carbamates,O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O,3,0,260.13,-3.72,167.91,7,7,0,2,1,16,1,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL283800,CID_586,Carbamates,CN(CC(=O)O)C(=N)N,46,33,131.13,-1.1,90.41,2,3,0,2,0,9,0,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL284116,CID_138,Triazines,NCCCCC(=O)O,13,4,117.15,0.2,63.32,2,2,0,4,0,8,0,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL286398,CID_1030,Pyrethroids,CC(O)CO,41,38,76.1,-0.64,40.46,2,2,0,1,0,5,0,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL288114,CID_370,Azole_fungicides,O=C(O)c1cc(O)c(O)c(O)c1,296,75,170.12,0.5,97.99,4,4,1,1,0,12,1,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL296272,CID_314,Carbamates,Nc1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)n1,70,70,323.2,-2.45,177.36,9,5,1,4,0,21,1,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL297569,CID_239,Organophosphates,NCCC(=O)O,20,2,89.09,-0.58,63.32,2,2,0,2,0,6,0,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL30037,CID_205,Organophosphates,CC(O)C(N)C(=O)O,3,0,119.12,-1.22,83.55,3,3,0,2,0,8,0,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL307931,CID_470,Organophosphates,NCCC(N)C(=O)O,2,0,118.14,-1.25,89.34,3,3,0,3,0,8,0,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
CHEMBL308408,CID_849,Organophosphates,O=C(O)C1CCCCN1,3,2,129.16,0.21,49.33,2,2,0,1,0,9,0,"Partición exploratoria — no corresponde a familias (ARI=0.008, silhouette=0.36)"
