model,mean_auc,val_auc,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-AtAD5,SR-HSE,SR-MMP,SR-p53
GIN,0.7615237348937991,0.7688331033021539,0.8030254091300603,0.8055676381035233,0.8150959436482876,0.7700697300196675,0.6738341204250297,0.7281494876431585,0.7223409501890514,0.6937829761404493,0.8177550149381135,0.769888551165147,0.7806358097484276,0.7581391875746715
